x,w
0.11504866290284765648155308339359096200753712499053418116779046787544172845,0.080039164271673113167326264771679535936005865245432088954949772078977112587
0.20634102285669127635164879052973285981545074297597375924486456016632965031,0.10158371336153296087453222790489918825325907363729507319929728289882281626
0.31608425050090990312365423167814121937181992933229518934410006024795503524,0.11674626826917740438042494946243902812970498609987743736526174891074600004
0.43738329574426554226377931526807343500830154184727786339353912262576897188,0.12457352290670139250028121802147560541523045128480941569767550155813971373
0.56261670425573445773622068473192656499169845815272213660646087737423102812,0.12457352290670139250028121802147560541523045128480941569767550155813971373
0.68391574949909009687634576832185878062818007066770481065589993975204496476,0.11674626826917740438042494946243902812970498609987743736526174891074600004
0.79365897714330872364835120947026714018454925702402624075513543983367034969,0.10158371336153296087453222790489918825325907363729507319929728289882281626
0.88495133709715234351844691660640903799246287500946581883220953212455827155,0.080039164271673113167326264771679535936005865245432088954949772078977112587
0.95205862818523742833923293305954809626879835460664877327703788034061739786,0.053469662997659215480127359096998112107285086735162440002563021051409496814
0.99078031712335962534527454507464041148007759990686575523134106090389662216,0.023587668193255913597307980742508530158514536997423544780252673501904860576
P13,
0.0079084726407059252635852755964451944675047190370625456529963397857023810622,0.020242002382657939760010796100493030020993272872494434067523303752497230256
0.041200800388511017396726081749640243804762604944158352052357327170170395705,0.046060749918864223957210887976898560461841999931118419544195773669796864864
0.099210954633345043602896755208570054847192137604749985051307643070388941887,0.069436755109893619231800888434435733810931359131649113823177508252886260767
0.17882533027982988967800769650224217496415130086921157130542879604067822343,0.089072990380972869140023345998048997756406325330508251493397220144572534749
0.27575362448177657356104357393618006609903916627912106052085852627087795397,0.10390802376844425115626160965302638169329130459975177460955555995826927178
0.38477084202243260296723593945100558239422881205823441826536925108141895816,0.11314159013144861920604509301988830921737886880777850993248427438578783156
0.5,0.11627577661543695509729475763441797407831373865339899305933271967238001204
0.61522915797756739703276406054899441760577118794176558173463074891858104184,0.11314159013144861920604509301988830921737886880777850993248427438578783156
0.72424637551822342643895642606381993390096083372087893947914147372912204603,0.10390802376844425115626160965302638169329130459975177460955555995826927178
0.82117466972017011032199230349775782503584869913078842869457120395932177657,0.089072990380972869140023345998048997756406325330508251493397220144572534749
0.90078904536665495639710324479142994515280786239525001494869235692961105811,0.069436755109893619231800888434435733810931359131649113823177508252886260767
0.9587991996114889826032739182503597561952373950558416479476426728298296043,0.046060749918864223957210887976898560461841999931118419544195773669796864864
0.99209152735929407473641472440355480553249528096293745434700366021429761894,0.020242002382657939760010796100493030020993272872494434067523303752497230256
P14,
0.0068580956515938305792013666479735991619542963803870591779645941111252229338,0.017559730165875931515916438069095890309852804638563638290749945098208161419
0.035782558168213241331804430311062867761480394795081190641018776258934453228,0.040079043579880104902816638531427154791848892697297382600699532744785737229
0.086399342465117503405102628674802519480149449262459409219645472879260084595,0.060759285343951592344707404536238312978334672845037336145537696271579871946
0.15635354759415726492599009849033293123079939362641466219036675568590755191,0.078601583579096767284800969311921078302834018668661687484658521937384088185
0.24237568182092295401735464072440566884555735871534698152424761545360752408,0.092769198738968906870858295062578518124461301468665829510017462534549175132
0.34044381553605511978216408791576226658286939823307802170167490637133327974,0.10259923186064780198296203283060902785516953065470972585844864514168357241
0.44597252564632816896687767489008262619402419726288122147958946934599323549,0.10763192673157889509793822165813001763749877902706440010988819627180939368
0.55402747435367183103312232510991737380597580273711877852041053065400676451,0.10763192673157889509793822165813001763749877902706440010988819627180939368
0.65955618446394488021783591208423773341713060176692197829832509362866672026,0.10259923186064780198296203283060902785516953065470972585844864514168357241
0.75762431817907704598264535927559433115444264128465301847575238454639247592,0.092769198738968906870858295062578518124461301468665829510017462534549175132
0.84364645240584273507400990150966706876920060637358533780963324431409244809,0.078601583579096767284800969311921078302834018668661687484658521937384088185
0.91360065753488249659489737132519748051985055073754059078035452712073991541,0.060759285343951592344707404536238312978334672845037336145537696271579871946
0.96421744183178675866819556968893713223851960520491880935898122374106554677,0.040079043579880104902816638531427154791848892697297382600699532744785737229
0.99314190434840616942079863335202640083804570361961294082203540588887477707,0.017559730165875931515916438069095890309852804638563638290749945098208161419
P15,
0.0060037409897572857552171407066937094265135914381192550000012422063057813155,0.015376620998058634177314196788602208860874072416717037132114142752118594734
0.031363303799647047846120526144895264378001863242347771049318461824898513101,0.035183023744054062354633708225333669233354016377165359912953646457193527756
0.075896708294786391899675839612891574316871912631503682952136220619662462413,0.053579610233585967505934773342934651707771857879050990343511194560938997426
0.13779113431991497629190697269303099518455035270794871822428828964793810916,0.069785338963077157223902397255514161260425137657755621601195564315544222271
0.21451391369573057623138663137304467938080680185862519757336729147290231007,0.083134602908496966776600430240604405565450090049206453660932595281776781606
0.30292432646121831505139631450947726581862361192065087248441732802419552111,0.093080500007781105513400280933211412253113006138964201407747863655006627751
0.3994029530012827388496858483027018960935817727686811601920251376950258805,0.099215742663555788228059163221919662409346279978770996742368963964562398767
0.5,0.10128912096278063644031009998375965741933107900473867839835205802571769938
0.6005970469987172611503141516972981039064182272313188398079748623049741195,0.099215742663555788228059163221919662409346279978770996742368963964562398767
0.69707567353878168494860368549052273418137638807934912751558267197580447889,0.093080500007781105513400280933211412253113006138964201407747863655006627751
0.78548608630426942376861336862695532061919319814137480242663270852709768994,0.083134602908496966776600430240604405565450090049206453660932595281776781606
0.86220886568008502370809302730696900481544964729205128177571171035206189084,0.069785338963077157223902397255514161260425137657755621601195564315544222271
0.92410329170521360810032416038710842568312808736849631704786377938033753759,0.053579610233585967505934773342934651707771857879050990343511194560938997426
0.9686366962003529521538794738551047356219981367576522289506815381751014869,0.035183023744054062354633708225333669233354016377165359912953646457193527756
0.99399625901024271424478285929330629057348640856188074499999875779369421868,0.015376620998058634177314196788602208860874072416717037132114142752118594734
P16,
0.0052995325041750337019229132748336862868629641711774349743880476343379313921,0.013576229705877047425890286228009051756133687783380398995305159536902056832
0.027712488463383711961005792232695827454430363704463699537223173966695105549,0.031126761969323946431421918497188847137493254176453428950651757909767869444
0.067184398806084128059766051143803433806332307576236645948244287216119801144,0.047579255841246392404962553801123113177631751591856329078411143614815879789
0.12229779582249848305244940257627886582309317177124849510912141153885156948,0.062314485627766936026238141096008210072443429611101339972375295214705481961
0.19106187779867812577666411797560449050405889111717110294810132222913334112,0.07479799440828836604075086527373927448524553410391823340271098109368020201
0.27099161117138630682879027850821121322998419348223825454942262452612041285,0.084578259697501269094656039515179981105819736708014140872541467840401832105
0.35919822461037054338476974926975194675696525461470009972558263302203741025,0.091301707522461794433381833984609969691778111827324641209247572189715232475
0.45249374508118127990734033228752096843482347215546727165139009138743735088,0.094725305227534248142698361604141552573454494197951487518756622600011445385
0.54750625491881872009265966771247903156517652784453272834860990861256264912,0.094725305227534248142698361604141552573454494197951487518756622600011445385
0.64080177538962945661523025073024805324303474538529990027441736697796258975,0.091301707522461794433381833984609969691778111827324641209247572189715232475
0.72900838882861369317120972149178878677001580651776174545057737547387958715,0.084578259697501269094656039515179981105819736708014140872541467840401832105
0.80893812220132187422333588202439550949594110888282889705189867777086665888,0.07479799440828836604075086527373927448524553410391823340271098109368020201
0.87770220417750151694755059742372113417690682822875150489087858846114843052,0.062314485627766936026238141096008210072443429611101339972375295214705481961
0.93281560119391587194023394885619656619366769242376335405175571278388019886,0.047579255841246392404962553801123113177631751591856329078411143614815879789
0.97228751153661628803899420776730417254556963629553630046277682603330489445,0.031126761969323946431421918497188847137493254176453428950651757909767869444
0.99470046749582496629807708672516631371313703582882256502561195236566206861,0.013576229705877047425890286228009051756133687783380398995305159536902056832
P17,
0.0047122623427913321622829900296673617461050747702178486080456066288280712647,0.012074151434273965980055013143782662345848657972512639155592574415109198353
0.024662239115616119388641521052098489278307476720445646165015393793942316864,0.027729764686993600564720082679122330256423125976614423496862039355128713002
0.059880423136507048938522152755922153688291591032786049824044920337986434748,0.042518074158589590441767685095531036925245694609252737883205180369391996394
0.10924299805159929653738497223976197488801376362971574374334273224371119192,0.055941923596701985547394192813177963367921712131538525009243241224547839822
0.17116442039165461707484889167849883242609705426201337809738415224633785121,0.067568184234262736643159990851175098686062926617244510188997305344433621495
0.24365473145676151605687671568522406270853813879441354704363425051785753753,0.07702288053840514404071579740097930597024152923550896719263235567572337093
0.32438411827306184235140724145232699747973012421216248834041949022610286918,0.08400205107822502225498533189416157751059906448253700713497792567016155325
0.41075790925207607207466125317296722126229033365423717821852409286465122476,0.088281352683496323162635495056598619575462209000374059021572203456604518104
0.5,0.089723235178103262729132822130942810724390159948834261833834348977798377303
0.58924209074792392792533874682703277873770966634576282178147590713534877524,0.088281352683496323162635495056598619575462209000374059021572203456604518104
0.67561588172693815764859275854767300252026987578783751165958050977389713082,0.08400205107822502225498533189416157751059906448253700713497792567016155325
0.75634526854323848394312328431477593729146186120558645295636574948214246247,0.07702288053840514404071579740097930597024152923550896719263235567572337093
0.82883557960834538292515110832150116757390294573798662190261584775366214879,0.067568184234262736643159990851175098686062926617244510188997305344433621495
0.89075700194840070346261502776023802511198623637028425625665726775628880808,0.055941923596701985547394192813177963367921712131538525009243241224547839822
0.94011957686349295106147784724407784631170840896721395017595507966201356525,0.042518074158589590441767685095531036925245694609252737883205180369391996394
0.97533776088438388061135847894790151072169252327955435383498460620605768314,0.027729764686993600564720082679122330256423125976614423496862039355128713002
0.99528773765720866783771700997033263825389492522978215139195439337117192874,0.012074151434273965980055013143782662345848657972512639155592574415109198353
P18,
0.0042174157895345266349919976469246148737105315772801535401621848800714532041,0.010808006763241655156671355133226234693842615737794972731037995070676545119
0.022088025214301122409402053535111845013577932594346760577306185154550964398,0.024857274447484898226667473101319320840433123064455101123152153932786171648
0.053698766751222130396969704436427242296052364323850892906266842546379708782,0.038212865127444528264564838808318262802658953104179143724760689617205003646
0.098147520513738442158791272492704601448350539194038759124785967902305947286,0.05047102205314358278140699246241730353140056944383945080518726832782539869
0.15415647846982339606255445935557580527386471359124612054891867158140131555,0.0612776033557392300922595634001007776140819486667195485836267568270287198
0.2201145844630262326960642257373354315361867571146452916800065279689077359,0.070321457335325325602365651875973614047751205165486279941728097630232793464
0.29412441926857867698203410308347418146050515893998724435942556610480516345,0.077342337563132622462709001918187386096609198133677086333320957363891434615
0.37405688715424724520551357256104438491856911717017977098986448413160775322,0.082138241872916361493026888232963795206169476998676476622248485455824210923
0.45761249347913234937886907353210809413334130654695503997831774118725010467,0.084571191481571795920328235067493305167052909685171940134937595774529722096
0.54238750652086765062113092646789190586665869345304496002168225881274989533,0.084571191481571795920328235067493305167052909685171940134937595774529722096
0.62594311284575275479448642743895561508143088282982022901013551586839224678,0.082138241872916361493026888232963795206169476998676476622248485455824210923
0.70587558073142132301796589691652581853949484106001275564057443389519483655,0.077342337563132622462709001918187386096609198133677086333320957363891434615
0.7798854155369737673039357742626645684638132428853547083199934720310922641,0.070321457335325325602365651875973614047751205165486279941728097630232793464
0.84584352153017660393744554064442419472613528640875387945108132841859868445,0.0612776033557392300922595634001007776140819486667195485836267568270287198
0.90185247948626155784120872750729539855164946080596124087521403209769405271,0.05047102205314358278140699246241730353140056944383945080518726832782539869
0.94630123324877786960303029556357275770394763567614910709373315745362029122,0.038212865127444528264564838808318262802658953104179143724760689617205003646
0.9779119747856988775905979464648881549864220674056532394226938148454490356,0.024857274447484898226667473101319320840433123064455101123152153932786171648
0.9957825842104654733650080023530753851262894684227198464598378151199285468,0.010808006763241655156671355133226234693842615737794972731037995070676545119
P19,
0.0037965780782077984054911648733697532053417992983946066601602804543840485207,0.0097308941148632385181560207322192178764533045346433203963402362308007187841
0.019895923932584984573610579656174236692454248362930947041091832783899625031,0.022407113382849800166419078700997105975877113733928801042927263383821495692
0.048422048192591049178669535733843756095303032971322091152483787619182097705,0.034522271368820613290354129003006522480924015843806565561450213848017487453
0.088642671731428587510538756643643049112730756896584979315068055697249828548,0.045745010811224999732231047061919826330455825648299392332494672451031110522
0.13951691133238531069145206958810918517142908354566661253070476430669272043,0.055783322773666997358011950840882998740665926919946887760730571438229488053
0.19972734766915948826518091752688036006583895863385371620670663716580754565,0.064376981269668113837757892428438558527919788546731517273552192311151802028
0.26771462931201952714136642594794881601185714268793170150784556121215793944,0.071303351086803305887873054720951486237834172412236930463285827953229124236
0.34171795001818508400494133557507754105385739043355637742213550660105355709,0.076383021032929833389427700448831499230504133618214311761550776537405521826
0.41982067717988731206595194212962822524756324976456231056267827419683969566,0.079484421696977173824978219732523600839390079097563047875587457662370489292
0.5,0.080527224924391847989581812660458367519951279289258451064161576367885524228
0.58017932282011268793404805787037177475243675023543768943732172580316030434,0.079484421696977173824978219732523600839390079097563047875587457662370489292
0.65828204998181491599505866442492245894614260956644362257786449339894644291,0.076383021032929833389427700448831499230504133618214311761550776537405521826
0.73228537068798047285863357405205118398814285731206829849215443878784206056,0.071303351086803305887873054720951486237834172412236930463285827953229124236
0.80027265233084051173481908247311963993416104136614628379329336283419245435,0.064376981269668113837757892428438558527919788546731517273552192311151802028
0.86048308866761468930854793041189081482857091645433338746929523569330727957,0.055783322773666997358011950840882998740665926919946887760730571438229488053
0.91135732826857141248946124335635695088726924310341502068493194430275017145,0.045745010811224999732231047061919826330455825648299392332494672451031110522
0.9515779518074089508213304642661562439046969670286779088475162123808179023,0.034522271368820613290354129003006522480924015843806565561450213848017487453
0.98010407606741501542638942034382576330754575163706905295890816721610037497,0.022407113382849800166419078700997105975877113733928801042927263383821495692
0.99620342192179220159450883512663024679465820070160539333983971954561595148,0.0097308941148632385181560207322192178764533045346433203963402362308007187841
P20,
0.0034357004074525376069388057643398608886764345491720519259079343910076411861,0.0088070035695760591559309811759264081810715527716683662621746633386742096298
0.018014036361043104366166934401361389043969836096905571968231203053979209608,0.020300714900193470665519976137466054939545319994975768408803427280916148376
0.043882785874337047066123779398350943475407601288154112602058890420964554396,0.031336024167054531784753267593520803175800538289218182049792172718987405517
0.080441514088890588302735469149239657335185317467181313373753637233569453,0.041638370788352374362379071611023103050088914291581645372441030392846541447
0.12683404676992460369284746482217920484463466021541177793022704696573232248,0.050965059908620217518375067740174938083345828011696278130985808098426161013
0.18197315963674248727358165188685703162830544160031576803027668872672936871,0.059097265980759208656188688855691143502520609774484387723444976010087374175
0.2445664990245864509978179745223745007872543353987865832638256900526325148,0.065844319224588313449247249874081567458055255573491763498218246854427178215
0.31314695564229021966372591148753638130212683914715864408602569324217711781,0.071048054659191025664649162533582466517257706696010151668683541491914043749
0.38610707442917746095975190231571268762845553115853626384268213039641432907,0.074586493236301873393914368500984718346339952040684158248105608904922211298
0.46173673943325133312267979530058089449760186659325124959760237780787182898,0.076376693565362925349042165977548796745974322556189298637350524908798726581
0.53826326056674866687732020469941910550239813340674875040239762219212817102,0.076376693565362925349042165977548796745974322556189298637350524908798726581
0.61389292557082253904024809768428731237154446884146373615731786960358567093,0.074586493236301873393914368500984718346339952040684158248105608904922211298
0.68685304435770978033627408851246361869787316085284135591397430675782288219,0.071048054659191025664649162533582466517257706696010151668683541491914043749
0.7554335009754135490021820254776254992127456646012134167361743099473674852,0.065844319224588313449247249874081567458055255573491763498218246854427178215
0.81802684036325751272641834811314296837169455839968423196972331127327063129,0.059097265980759208656188688855691143502520609774484387723444976010087374175
0.87316595323007539630715253517782079515536533978458822206977295303426767752,0.050965059908620217518375067740174938083345828011696278130985808098426161013
0.919558485911109411697264530850760342664814682532818686626246362766430547,0.041638370788352374362379071611023103050088914291581645372441030392846541447
0.9561172141256629529338762206016490565245923987118458873979411095790354456,0.031336024167054531784753267593520803175800538289218182049792172718987405517
0.98198596363895689563383306559863861095603016390309442803176879694602079039,0.020300714900193470665519976137466054939545319994975768408803427280916148376
0.99656429959254746239306119423566013911132356545082794807409206560899235881,0.0088070035695760591559309811759264081810715527716683662621746633386742096298
P21,
0.0031239146898052498698789820310295354033307726088354072095630726434519454885,0.0080086141288871666621123084292355076329452110589512412740889550567793836807
0.016386580716846852841688892546152419287653156335076575023514435957439519997,0.018476894885426246899975334149664833094472154074364918713584590939392875579
0.039950332924799585604906433142515552920426195175889151411932256454509218465,0.0285672127134286041418179132362239787456437984131280207212536617135245277
0.073318317708341358176374680706216164861947098410328014628504185302878546858,0.038050056814189651008525826650091589613077176211983014260734242908226758293
0.11578001826216104569206107434688598258951164711431522456563666748499062873,0.046722211728016930776644870556966044241763323680796422433347635816288948887
0.16643059790129384034701666500483041870148532834429857876226645882640290344,0.054398649583574188831737289035052821016849797896928165276391043584486821883
0.22419058205639009647049060163784335668896988788466016749784708025019760914,0.060915708026864267097683588562866799178168812780768725121491903921379450615
0.28782893989628060821316555572810597395177738408018270788787088205175655816,0.066134469316668730890526287248387802164505770071578411609175161575891299283
0.35598934159879945169960374196769984004549086817698338562285923762537752853,0.069943697395536577361066711933791555446396580477459802186865663162121631233
0.42721907291955245453148450883065683494183698778103112128925580500722635956,0.072262201994985029531913583276876271804974981098549917376236494443048654672
0.5,0.073040566824845213595992573841685594122404788470982722053661293757719296352
0.57278092708044754546851549116934316505816301221896887871074419499277364044,0.072262201994985029531913583276876271804974981098549917376236494443048654672
0.64401065840120054830039625803230015995450913182301661437714076237462247147,0.069943697395536577361066711933791555446396580477459802186865663162121631233
0.71217106010371939178683444427189402604822261591981729211212911794824344184,0.066134469316668730890526287248387802164505770071578411609175161575891299283
0.77580941794360990352950939836215664331103011211533983250215291974980239086,0.060915708026864267097683588562866799178168812780768725121491903921379450615
0.83356940209870615965298333499516958129851467165570142123773354117359709656,0.054398649583574188831737289035052821016849797896928165276391043584486821883
0.88421998173783895430793892565311401741048835288568477543436333251500937127,0.046722211728016930776644870556966044241763323680796422433347635816288948887
0.92668168229165864182362531929378383513805290158967198537149581469712145314,0.038050056814189651008525826650091589613077176211983014260734242908226758293
0.96004966707520041439509356685748444707957380482411084858806774354549078153,0.0285672127134286041418179132362239787456437984131280207212536617135245277
0.98361341928315314715831110745384758071234684366492342497648556404256048,0.018476894885426246899975334149664833094472154074364918713584590939392875579
0.99687608531019475013012101796897046459666922739116459279043692735654805451,0.0080086141288871666621123084292355076329452110589512412740889550567793836807
P22,
0.002852707258800353963484289419350509803472900801984232511488537516671751148,0.0073139976491361003424955490235927225951059745621618654622487957100940532664
0.014969751082285636438024506617365644597015538431098515220130893831812869613,0.016887450792407077396651123432956450674584657237237330216441597279975755877
0.036521613906412999739653530370473401682335173313974008977713404236431940444,0.02614666757634164297015602563660562805607504678461815806135504164883817118
0.067093711139849931731787181490310635457601622205776921936453315368641552529,0.034898234212260244047480709465108828699387526477540263693155685881973201744
0.10609159701039591899786102229582423930591066433421842093915330114443386187,0.042970803108533863707221840686351433094572202674539891643285005524123012387
0.15275636840665860997465508211887161436632885501128241943913311230385703011,0.050207072221440482466039418915268141175405544383849812892480457170226548037
0.20617979824654420352056153618067632556119219821314108011498308931376581109,0.056466148040269609196700303710892159557131666060497352136298773124306565462
0.26532208100662148679683464451679682695232810443463172610194998515321149266,0.0616261884052562121427804930774072359797224995024839862142109859425677514
0.32903208955395788742092628978631019022041335041465632800156880815549328055,0.065586752393531185366482496265153722937870947094015326562689851712272305157
0.39606978665588935726057673304022713289216244545103317516567334781589957934,0.068270749173007585676286915615758698293183826494343084054734867469103779082
0.46513036334013888939307910194068595908885185025988426264665902674419531318,0.069625936427815996687705124170904978936960108728712929063098938536518856409
0.53486963665986111060692089805931404091114814974011573735334097325580468682,0.069625936427815996687705124170904978936960108728712929063098938536518856409
0.60393021334411064273942326695977286710783755454896682483432665218410042066,0.068270749173007585676286915615758698293183826494343084054734867469103779082
0.67096791044604211257907371021368980977958664958534367199843119184450671945,0.065586752393531185366482496265153722937870947094015326562689851712272305157
0.73467791899337851320316535548320317304767189556536827389805001484678850734,0.0616261884052562121427804930774072359797224995024839862142109859425677514
0.79382020175345579647943846381932367443880780178685891988501691068623418891,0.056466148040269609196700303710892159557131666060497352136298773124306565462
0.84724363159334139002534491788112838563367114498871758056086688769614296989,0.050207072221440482466039418915268141175405544383849812892480457170226548037
0.89390840298960408100213897770417576069408933566578157906084669885556613813,0.042970803108533863707221840686351433094572202674539891643285005524123012387
0.93290628886015006826821281850968936454239837779422307806354668463135844747,0.034898234212260244047480709465108828699387526477540263693155685881973201744
0.96347838609358700026034646962952659831766482668602599102228659576356805956,0.02614666757634164297015602563660562805607504678461815806135504164883817118
0.98503024891771436356197549338263435540298446156890148477986910616818713039,0.016887450792407077396651123432956450674584657237237330216441597279975755877
0.99714729274119964603651571058064949019652709919801576748851146248332824885,0.0073139976491361003424955490235927225951059745621618654622487957100940532664
P23,
0.0026153325012239382380371422772128197131863137705647895366030579164629601171,0.006705929743570886040654746729307532488309167052868616696197941069580443368
0.013728764390942384021987961589611312409193102323013028754371920632101481413,0.015494002928489722155347109820942252691886264499964033217443903299308892131
0.0335144565869919488254015054807885108821490899243046146535493726990110856,0.024018835865542334285820535816016998280608154151755805666841833434929043437
0.061623820864779166310921557032927164180535485019674682545299442119724180645,0.03211621070426292606358480757945549901957913787740341524767334102645877679
0.097555799190580053924440796501610721029284930134845988707283782164146619916,0.039640705888359477461446262371021613456855995969203251277817270166021502007
